gender,SeniorCitizen,Partner,Dependents,tenure,Contract,InternetService,PaymentMethod,PaperlessBilling,MonthlyCharges,TotalCharges,Churn
Female,0,No,Yes,56,Two year,DSL,Mailed check,Yes,87.26,4790.89,No
Female,0,Yes,No,10,Two year,DSL,Bank transfer (automatic),Yes,59.56,618.05,No
Male,0,No,No,2,One year,Fiber optic,Credit card (automatic),No,90.86,207.92,No
Female,0,Yes,Yes,35,Month-to-month,Fiber optic,Electronic check,Yes,76.46,2639.7,No
Male,1,Yes,No,53,Two year,DSL,Bank transfer (automatic),No,29.92,1573.22,No
Male,1,No,No,37,Two year,Fiber optic,Credit card (automatic),Yes,84.52,3085.03,No
Male,0,Yes,No,11,Two year,Fiber optic,Mailed check,Yes,71.15,808.83,No
Male,0,No,No,56,Two year,Fiber optic,Credit card (automatic),Yes,92.72,5195.17,No
Male,0,No,No,27,Month-to-month,DSL,Mailed check,Yes,37.42,952.14,No
Male,0,Yes,Yes,51,One year,Fiber optic,Credit card (automatic),Yes,76.13,3882.05,No
Male,0,Yes,Yes,14,One year,No,Bank transfer (automatic),Yes,38.21,498.32,No
Male,0,No,No,66,Month-to-month,Fiber optic,Electronic check,Yes,89.47,5977.96,No
Male,0,Yes,No,20,One year,DSL,Credit card (automatic),No,59.43,1233.3,No
Female,1,No,No,70,Month-to-month,DSL,Bank transfer (automatic),Yes,82.41,5762.46,No
Female,0,Yes,Yes,27,Month-to-month,DSL,Electronic check,Yes,78.83,2132.56,Yes
Male,0,Yes,No,53,Month-to-month,No,Bank transfer (automatic),Yes,26.79,1470.46,No
Male,1,No,No,36,One year,No,Bank transfer (automatic),Yes,54.31,1946.58,No
Female,0,Yes,Yes,5,One year,DSL,Credit card (automatic),No,81.15,443.65,No
Female,0,No,No,7,Month-to-month,No,Mailed check,No,33.51,308.46,No
Female,1,No,No,29,Month-to-month,DSL,Mailed check,No,60.54,1731.26,No
Female,1,Yes,Yes,14,One year,Fiber optic,Electronic check,Yes,84.39,1263.79,No
Female,0,No,No,44,Month-to-month,Fiber optic,Credit card (automatic),Yes,77.26,3467.2,Yes
Female,0,No,Yes,10,Month-to-month,Fiber optic,Credit card (automatic),No,78.45,796.95,Yes
Male,0,No,No,43,Month-to-month,Fiber optic,Bank transfer (automatic),No,100.83,4313.57,No
Male,0,Yes,Yes,14,Two year,Fiber optic,Mailed check,Yes,90.25,1275.28,No
Male,0,Yes,Yes,13,Month-to-month,DSL,Credit card (automatic),Yes,53.35,681.32,No
Male,0,No,Yes,26,One year,No,Mailed check,No,23.89,581.45,No
Female,0,No,Yes,42,Two year,DSL,Bank transfer (automatic),No,50.9,2164.53,No
Female,0,No,Yes,29,Month-to-month,DSL,Bank transfer (automatic),Yes,58.03,1631.8,Yes
Female,0,No,No,25,Two year,No,Credit card (automatic),Yes,45.96,1132.02,No
Male,0,No,Yes,24,Month-to-month,Fiber optic,Credit card (automatic),No,74.68,1776.03,Yes
Male,0,Yes,Yes,24,Month-to-month,Fiber optic,Mailed check,No,95.82,2231.43,No
Male,0,No,Yes,29,Month-to-month,DSL,Electronic check,Yes,62.36,1841.46,No
Female,0,Yes,No,60,One year,DSL,Electronic check,Yes,61.71,3691.43,No
Male,0,Yes,Yes,42,Two year,DSL,Bank transfer (automatic),Yes,72.31,3101.94,No
Male,0,No,No,30,One year,Fiber optic,Mailed check,No,95.12,2841.38,No
Female,0,No,No,54,One year,Fiber optic,Electronic check,No,68.15,3659.54,No
Female,0,Yes,No,38,Month-to-month,Fiber optic,Credit card (automatic),Yes,71.99,2690.46,No
Female,0,No,Yes,69,Two year,No,Bank transfer (automatic),Yes,32.25,2226.91,No
Male,0,No,No,41,Month-to-month,No,Electronic check,No,39.27,1612.37,No
Male,0,No,No,15,Month-to-month,DSL,Bank transfer (automatic),Yes,76.37,1182.71,No
Male,0,No,Yes,41,Two year,No,Bank transfer (automatic),Yes,35.78,1470.36,No
Male,1,Yes,No,56,Month-to-month,No,Credit card (automatic),Yes,55.44,3209.58,No
Female,0,No,No,15,Month-to-month,No,Credit card (automatic),Yes,26.52,420.61,Yes
Male,0,Yes,No,14,Month-to-month,Fiber optic,Credit card (automatic),No,78.55,1050.34,Yes
Male,0,Yes,No,43,Month-to-month,DSL,Credit card (automatic),Yes,56.33,2368.69,No
Female,0,Yes,No,64,Two year,DSL,Credit card (automatic),No,50.19,3239.11,No
Male,0,Yes,Yes,24,Month-to-month,No,Bank transfer (automatic),No,48.91,1122.99,No
Male,0,No,No,36,Two year,Fiber optic,Bank transfer (automatic),Yes,51.76,1893.18,No
Male,0,Yes,Yes,47,Month-to-month,No,Credit card (automatic),No,28.96,1405.77,No
Male,0,No,Yes,48,One year,Fiber optic,Credit card (automatic),Yes,98.78,4787.35,No
Male,0,Yes,Yes,10,One year,DSL,Electronic check,No,56.25,519.06,No
Female,0,Yes,No,28,One year,Fiber optic,Electronic check,Yes,97.87,2786.56,No
Female,1,No,No,72,Month-to-month,No,Mailed check,No,61.37,4434.93,No
Male,0,No,No,64,One year,DSL,Mailed check,Yes,60.96,3871.34,Yes
Male,0,No,No,56,One year,Fiber optic,Bank transfer (automatic),Yes,99.03,5537.55,No
Male,0,No,No,1,Two year,No,Mailed check,Yes,64.03,87.59,No
Female,0,Yes,No,30,Month-to-month,DSL,Credit card (automatic),Yes,64.83,1911.11,No
Female,0,No,No,3,Month-to-month,DSL,Credit card (automatic),Yes,59.42,193.36,No
Female,0,No,Yes,21,One year,Fiber optic,Mailed check,Yes,95.83,2084.7,Yes
Male,0,Yes,No,63,Month-to-month,No,Credit card (automatic),Yes,49.21,3148.47,No
Male,0,No,No,28,Month-to-month,Fiber optic,Electronic check,Yes,84.53,2371.06,Yes
Male,1,No,No,12,Two year,DSL,Credit card (automatic),No,54.19,662.03,Yes
Male,0,No,No,52,Month-to-month,DSL,Bank transfer (automatic),Yes,80.61,4164.75,No
Male,0,No,No,55,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,81.75,4470.9,Yes
Female,0,No,Yes,47,One year,DSL,Mailed check,No,74.32,3416.4,No
Male,0,Yes,No,59,Month-to-month,DSL,Electronic check,No,63.15,3738.67,No
Female,0,No,No,51,Month-to-month,No,Credit card (automatic),Yes,56.92,2937.23,No
Female,0,Yes,No,46,Month-to-month,DSL,Electronic check,Yes,49.81,2287.78,No
Female,0,Yes,Yes,64,Month-to-month,No,Mailed check,Yes,24.79,1542.58,No
Male,0,Yes,Yes,23,Month-to-month,No,Electronic check,Yes,45.25,1044.14,No
Female,0,No,No,33,Two year,Fiber optic,Credit card (automatic),No,71.44,2424.47,No
Male,0,No,No,41,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,86.4,3587.28,No
Male,0,No,No,48,Month-to-month,DSL,Bank transfer (automatic),No,78.58,3770.41,No
Male,0,No,No,34,One year,Fiber optic,Mailed check,No,63.58,2264.16,Yes
Male,0,No,Yes,32,Month-to-month,Fiber optic,Credit card (automatic),No,89.83,3009.36,Yes
Female,0,No,Yes,12,Month-to-month,DSL,Electronic check,Yes,74.54,870.48,Yes
Female,0,Yes,No,46,Month-to-month,Fiber optic,Bank transfer (automatic),No,84.69,3883.4,No
Female,1,No,Yes,9,Month-to-month,DSL,Credit card (automatic),No,48.87,474.54,No
Male,0,Yes,No,34,Month-to-month,DSL,Mailed check,No,56.85,1887.21,No
Male,0,Yes,No,29,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,74.94,2215.65,No
Female,0,Yes,No,56,Two year,Fiber optic,Mailed check,Yes,85.83,4811.55,No
Male,0,Yes,No,34,Two year,DSL,Credit card (automatic),Yes,56.68,1945.69,No
Female,0,No,Yes,0,Two year,DSL,Credit card (automatic),Yes,53.84,0.0,No
Female,0,No,Yes,36,Month-to-month,DSL,Mailed check,No,65.59,2321.99,No
Female,0,Yes,No,15,One year,Fiber optic,Electronic check,No,103.95,1459.97,No
Female,0,No,No,27,One year,Fiber optic,Electronic check,Yes,88.93,2475.45,No
Male,0,Yes,Yes,21,Month-to-month,DSL,Bank transfer (automatic),Yes,76.12,1645.68,No
Male,0,Yes,Yes,12,Two year,Fiber optic,Credit card (automatic),Yes,103.95,1281.02,Yes
Male,0,Yes,Yes,69,One year,No,Electronic check,No,27.96,1946.68,No
Male,0,Yes,No,18,Month-to-month,Fiber optic,Credit card (automatic),No,88.3,1474.16,No
Male,0,Yes,No,37,Two year,Fiber optic,Credit card (automatic),Yes,79.9,2918.77,No
Female,0,Yes,No,60,Month-to-month,Fiber optic,Mailed check,Yes,67.21,4020.04,Yes
Male,0,Yes,No,26,Month-to-month,No,Electronic check,No,39.27,966.93,Yes
Female,0,Yes,Yes,68,Month-to-month,No,Bank transfer (automatic),No,22.37,1436.77,No
Female,0,No,No,29,Month-to-month,DSL,Bank transfer (automatic),No,65.81,1859.67,No
Female,0,Yes,Yes,69,Two year,DSL,Credit card (automatic),Yes,41.33,2854.19,No
Male,0,Yes,No,32,One year,DSL,Bank transfer (automatic),Yes,62.05,1988.13,No
Female,1,No,Yes,1,Month-to-month,Fiber optic,Electronic check,No,66.15,111.53,Yes
Male,0,Yes,No,63,One year,DSL,Electronic check,Yes,68.09,4392.6,No
Male,0,No,Yes,63,Two year,No,Mailed check,No,30.28,1941.89,No
Male,0,Yes,No,70,Two year,DSL,Mailed check,No,54.12,3779.8,No
Male,0,No,Yes,9,Two year,Fiber optic,Mailed check,Yes,98.52,976.68,No
Male,0,No,No,61,Two year,DSL,Credit card (automatic),Yes,56.14,3345.51,No
Male,0,No,Yes,24,One year,Fiber optic,Mailed check,No,86.33,1967.98,No
Female,0,No,No,61,Month-to-month,Fiber optic,Bank transfer (automatic),No,82.62,4995.28,No
Male,0,Yes,No,70,Two year,Fiber optic,Mailed check,Yes,91.09,6416.82,No
Male,0,Yes,Yes,14,Month-to-month,Fiber optic,Credit card (automatic),No,97.52,1373.64,Yes
Female,1,Yes,Yes,27,Month-to-month,Fiber optic,Credit card (automatic),Yes,95.03,2509.33,Yes
Female,0,No,No,19,Month-to-month,Fiber optic,Credit card (automatic),No,79.4,1472.24,Yes
Female,0,Yes,No,22,Month-to-month,No,Credit card (automatic),No,49.51,1027.11,No
Male,1,Yes,No,43,One year,No,Bank transfer (automatic),Yes,24.0,970.09,No
Female,0,No,Yes,30,Two year,Fiber optic,Bank transfer (automatic),No,76.09,2360.26,No
Female,0,Yes,No,47,Month-to-month,Fiber optic,Bank transfer (automatic),No,83.47,3915.75,No
Male,0,Yes,Yes,49,One year,No,Electronic check,No,47.56,2419.0,No
Male,1,No,Yes,14,Month-to-month,Fiber optic,Credit card (automatic),Yes,70.96,948.91,Yes
Female,0,Yes,No,3,One year,No,Credit card (automatic),No,45.7,161.65,No
Male,0,No,No,54,Month-to-month,No,Bank transfer (automatic),No,34.34,1865.88,No
Male,1,No,Yes,13,Month-to-month,DSL,Credit card (automatic),Yes,54.8,756.32,No
Female,0,No,No,14,One year,DSL,Mailed check,Yes,73.17,1037.16,No
Female,1,Yes,No,43,Month-to-month,Fiber optic,Electronic check,No,75.37,3290.08,Yes
Female,1,Yes,No,19,Month-to-month,Fiber optic,Credit card (automatic),No,112.43,2163.84,No
Female,1,No,Yes,13,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,82.88,1022.88,Yes
Female,0,No,No,22,Month-to-month,No,Credit card (automatic),No,36.8,846.19,No
Male,0,No,No,38,One year,Fiber optic,Electronic check,Yes,103.51,3928.41,No
Male,0,Yes,No,61,Month-to-month,Fiber optic,Mailed check,No,87.11,5274.94,No
Female,0,Yes,Yes,72,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,99.27,7181.88,No
Male,0,Yes,No,53,Two year,DSL,Electronic check,Yes,36.56,1983.87,No
Male,1,Yes,No,65,One year,Fiber optic,Credit card (automatic),No,79.69,5155.6,No
Female,0,Yes,No,38,Month-to-month,No,Bank transfer (automatic),No,39.76,1493.38,No
Female,0,No,No,29,One year,DSL,Electronic check,Yes,72.98,2046.98,No
Male,0,Yes,No,59,Month-to-month,No,Bank transfer (automatic),No,44.24,2519.71,No
Male,0,No,No,22,Month-to-month,No,Credit card (automatic),No,43.11,936.36,No
Female,0,No,No,59,One year,DSL,Mailed check,No,72.73,4330.83,No
Male,0,Yes,Yes,72,Month-to-month,No,Bank transfer (automatic),Yes,40.7,2901.75,No
Female,0,No,Yes,28,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,59.28,1731.28,No
Female,0,No,No,46,Two year,Fiber optic,Electronic check,No,102.31,4695.84,No
Female,0,Yes,No,57,One year,DSL,Bank transfer (automatic),No,49.95,2836.99,No
Male,0,Yes,No,57,Two year,DSL,Bank transfer (automatic),Yes,63.76,3620.06,No
Female,0,No,No,15,Two year,Fiber optic,Mailed check,Yes,87.17,1356.66,No
Male,0,No,No,70,Month-to-month,DSL,Mailed check,Yes,60.57,4191.81,No
Female,1,No,No,36,One year,DSL,Bank transfer (automatic),Yes,46.73,1675.74,No
Male,0,No,No,3,Month-to-month,No,Credit card (automatic),No,18.0,26.63,Yes
Male,0,Yes,No,8,One year,Fiber optic,Mailed check,Yes,72.97,555.69,No
Female,0,No,Yes,53,Month-to-month,Fiber optic,Electronic check,No,94.91,5032.25,Yes
Male,0,No,No,31,Month-to-month,No,Credit card (automatic),No,18.0,552.33,No
Female,1,No,No,7,Month-to-month,DSL,Electronic check,Yes,49.44,398.64,No
Female,0,No,Yes,37,One year,DSL,Electronic check,No,65.02,2405.07,No
Male,0,No,No,43,Month-to-month,Fiber optic,Mailed check,Yes,72.67,3152.6,Yes
Male,0,No,No,5,One year,Fiber optic,Credit card (automatic),Yes,78.48,401.05,No
Female,0,Yes,No,25,Two year,DSL,Credit card (automatic),Yes,60.98,1594.73,No
Male,0,No,No,33,One year,No,Mailed check,Yes,38.39,1251.81,No
Male,0,Yes,Yes,56,Month-to-month,DSL,Bank transfer (automatic),Yes,47.43,2641.29,No
Male,0,No,No,47,Month-to-month,Fiber optic,Credit card (automatic),No,86.69,4111.74,No
Male,0,No,Yes,6,Two year,Fiber optic,Bank transfer (automatic),Yes,89.79,522.92,No
Female,1,No,No,44,One year,Fiber optic,Credit card (automatic),Yes,69.72,3092.67,No
Male,0,Yes,No,65,Month-to-month,DSL,Electronic check,No,62.58,4184.47,No
Female,1,No,Yes,3,Two year,DSL,Electronic check,No,51.4,105.26,No
Male,0,Yes,Yes,72,Month-to-month,No,Electronic check,Yes,36.49,2703.65,No
Female,0,Yes,No,6,Month-to-month,No,Credit card (automatic),Yes,43.68,237.45,No
Male,0,Yes,No,45,Month-to-month,Fiber optic,Mailed check,Yes,82.88,3796.7,No
Male,0,No,Yes,25,Month-to-month,DSL,Mailed check,Yes,70.96,1808.33,No
Female,0,Yes,No,53,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,94.49,5037.97,Yes
Male,1,No,No,61,One year,DSL,Bank transfer (automatic),No,70.89,4316.98,No
Male,0,Yes,Yes,62,Month-to-month,DSL,Electronic check,Yes,64.84,4007.39,No
Female,0,No,No,63,One year,DSL,Credit card (automatic),Yes,73.21,4576.08,Yes
Male,0,No,No,59,Two year,DSL,Mailed check,No,64.62,3812.96,No
Male,0,No,Yes,22,Two year,DSL,Credit card (automatic),Yes,39.99,870.65,No
Male,0,No,No,33,Month-to-month,DSL,Credit card (automatic),Yes,50.5,1675.89,No
Female,0,No,Yes,52,One year,No,Bank transfer (automatic),No,32.46,1617.64,No
Female,0,No,Yes,12,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,83.95,1008.57,No
Female,0,No,Yes,42,One year,Fiber optic,Credit card (automatic),Yes,89.29,3813.43,No
Female,0,Yes,No,38,Month-to-month,DSL,Mailed check,Yes,50.32,1959.23,Yes
Male,0,Yes,No,71,One year,No,Mailed check,Yes,59.1,4197.57,No
Male,0,No,No,3,Month-to-month,DSL,Bank transfer (automatic),No,58.77,304.43,Yes
Male,0,No,Yes,6,One year,DSL,Electronic check,Yes,59.91,330.58,No
Male,0,No,No,2,Month-to-month,Fiber optic,Credit card (automatic),Yes,76.95,149.57,Yes
Male,0,No,No,39,Month-to-month,Fiber optic,Electronic check,Yes,72.96,2772.89,Yes
Female,0,Yes,No,40,One year,No,Credit card (automatic),Yes,33.48,1319.19,No
Female,1,No,Yes,43,Month-to-month,Fiber optic,Mailed check,No,85.33,3758.61,No
Female,0,No,No,17,One year,Fiber optic,Electronic check,No,83.96,1409.0,No
Female,0,No,Yes,22,One year,DSL,Bank transfer (automatic),Yes,79.86,1680.57,No
Female,1,No,No,30,One year,Fiber optic,Mailed check,Yes,83.48,2548.13,No
Male,0,No,No,3,One year,Fiber optic,Mailed check,No,83.97,271.37,Yes
Female,0,No,Yes,54,Two year,DSL,Mailed check,Yes,69.78,3809.84,No
Female,1,No,No,3,Two year,DSL,Bank transfer (automatic),Yes,57.95,158.99,No
Male,1,Yes,No,48,Month-to-month,No,Electronic check,No,41.47,1940.3,No
Male,0,No,No,33,One year,DSL,Electronic check,Yes,44.65,1464.32,No
Female,0,No,No,72,One year,DSL,Mailed check,Yes,44.75,3249.47,No
Male,0,Yes,No,50,Month-to-month,No,Mailed check,Yes,36.46,1819.62,No
Female,1,Yes,No,34,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,82.22,2814.9,Yes
Female,1,No,Yes,51,Month-to-month,Fiber optic,Bank transfer (automatic),No,75.29,3813.04,Yes
Male,0,Yes,No,8,One year,Fiber optic,Bank transfer (automatic),Yes,86.46,712.95,Yes
Male,0,No,No,13,Month-to-month,DSL,Electronic check,No,62.51,812.47,Yes
Male,0,Yes,No,36,One year,No,Credit card (automatic),Yes,26.48,918.03,No
Male,0,Yes,No,62,One year,DSL,Bank transfer (automatic),No,53.77,3341.01,No
Male,0,No,Yes,59,One year,No,Electronic check,Yes,37.6,2199.03,No
Female,0,Yes,No,27,Month-to-month,DSL,Credit card (automatic),Yes,47.75,1320.03,Yes
Male,0,Yes,Yes,20,One year,Fiber optic,Credit card (automatic),Yes,77.75,1598.69,No
Male,0,No,Yes,70,One year,Fiber optic,Bank transfer (automatic),Yes,91.41,6423.58,No
Male,0,No,No,41,Month-to-month,DSL,Credit card (automatic),No,59.71,2366.52,No
Female,0,Yes,No,8,Month-to-month,Fiber optic,Credit card (automatic),Yes,79.27,585.95,Yes
Male,0,No,Yes,16,Month-to-month,No,Credit card (automatic),Yes,24.16,354.78,No
Male,0,No,No,61,Two year,DSL,Credit card (automatic),Yes,47.84,2878.51,No
Female,1,No,No,65,Month-to-month,No,Electronic check,Yes,33.42,2145.09,No
Male,0,Yes,Yes,66,Month-to-month,DSL,Electronic check,Yes,84.31,5610.71,No
Male,0,Yes,No,0,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,91.79,34.93,No
Male,0,No,No,60,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,69.01,4119.15,Yes
Male,0,No,No,8,Month-to-month,Fiber optic,Bank transfer (automatic),No,93.49,777.48,Yes
Male,0,Yes,Yes,59,Two year,Fiber optic,Electronic check,No,75.89,4494.15,No
Female,0,No,No,64,Month-to-month,Fiber optic,Credit card (automatic),Yes,84.94,5434.63,Yes
Male,0,Yes,No,26,Two year,Fiber optic,Mailed check,Yes,77.93,2083.69,No
Male,0,No,Yes,14,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,109.27,1496.76,Yes
Male,0,No,Yes,52,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,71.39,3714.95,No
Female,0,No,Yes,4,One year,Fiber optic,Credit card (automatic),Yes,88.76,302.51,No
Female,0,No,Yes,42,One year,DSL,Bank transfer (automatic),Yes,51.78,2124.45,No
Male,0,Yes,No,24,Two year,DSL,Bank transfer (automatic),No,68.87,1584.74,No
Male,0,No,No,30,Month-to-month,Fiber optic,Credit card (automatic),No,88.52,2606.35,No
Male,0,Yes,No,60,Month-to-month,No,Electronic check,Yes,50.05,3007.43,No
Male,0,No,No,72,One year,DSL,Bank transfer (automatic),Yes,68.62,4925.33,No
Male,0,No,No,29,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,76.68,2210.16,No
Male,0,Yes,No,21,Two year,DSL,Credit card (automatic),Yes,94.99,1979.92,No
Female,1,Yes,No,60,Month-to-month,Fiber optic,Electronic check,Yes,91.67,5588.54,No
Male,1,Yes,No,30,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,78.39,2294.9,Yes
Male,1,Yes,Yes,14,One year,Fiber optic,Mailed check,Yes,87.47,1162.33,No
Male,0,Yes,No,65,One year,Fiber optic,Electronic check,Yes,92.57,5974.78,No
Female,0,No,No,72,Two year,Fiber optic,Bank transfer (automatic),No,92.11,6628.58,No
Female,0,No,Yes,21,Two year,DSL,Electronic check,Yes,65.95,1410.74,No
Male,0,No,No,11,Month-to-month,Fiber optic,Electronic check,No,96.6,1093.51,Yes
Male,0,No,No,11,One year,DSL,Bank transfer (automatic),Yes,70.42,821.83,No
Female,0,No,No,43,Two year,No,Credit card (automatic),Yes,24.83,1062.24,No
Female,0,Yes,Yes,22,Month-to-month,No,Bank transfer (automatic),Yes,60.3,1306.71,No
Male,0,No,No,45,Month-to-month,DSL,Electronic check,Yes,83.63,3844.87,Yes
Female,0,No,No,55,Two year,DSL,Electronic check,Yes,69.61,3689.43,No
Female,0,No,No,0,Month-to-month,Fiber optic,Mailed check,Yes,85.46,3.14,No
Male,0,No,No,62,Two year,No,Mailed check,Yes,35.67,2233.08,No
Female,1,No,Yes,2,Month-to-month,DSL,Electronic check,Yes,56.11,205.91,Yes
Male,0,No,Yes,8,Two year,Fiber optic,Mailed check,Yes,82.67,578.31,Yes
Male,0,No,No,52,One year,Fiber optic,Electronic check,No,58.76,3034.44,No
Male,0,Yes,Yes,45,One year,Fiber optic,Bank transfer (automatic),No,103.36,4583.46,No
Male,0,No,No,71,One year,Fiber optic,Bank transfer (automatic),No,99.13,6948.28,Yes
Female,0,Yes,No,41,Month-to-month,DSL,Mailed check,No,39.88,1624.84,No
Male,0,Yes,Yes,30,One year,No,Bank transfer (automatic),Yes,45.68,1412.05,No
Male,0,No,No,48,Two year,DSL,Electronic check,No,59.91,2935.85,No
Male,0,Yes,No,55,Two year,No,Credit card (automatic),Yes,32.61,1767.04,No
Female,0,No,No,48,Two year,DSL,Electronic check,Yes,65.91,3197.2,No
Female,1,Yes,Yes,27,One year,Fiber optic,Bank transfer (automatic),No,64.09,1720.45,No
Female,0,No,Yes,70,One year,Fiber optic,Mailed check,Yes,84.87,5968.38,No
Male,0,Yes,No,22,One year,Fiber optic,Mailed check,Yes,85.95,1948.71,No
Female,0,No,Yes,25,One year,DSL,Bank transfer (automatic),Yes,60.97,1514.42,No
Female,0,Yes,No,20,One year,Fiber optic,Bank transfer (automatic),Yes,68.59,1425.65,No
Female,0,Yes,No,21,Month-to-month,DSL,Credit card (automatic),Yes,65.36,1311.97,No
Male,0,Yes,Yes,15,Month-to-month,Fiber optic,Bank transfer (automatic),No,97.72,1498.59,No
Female,0,No,No,42,One year,No,Electronic check,Yes,39.89,1726.98,No
Male,0,No,Yes,53,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,82.25,4405.75,Yes
Male,0,No,Yes,31,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,117.27,3576.07,Yes
Male,0,Yes,No,67,Month-to-month,Fiber optic,Credit card (automatic),No,73.91,4941.35,No
Male,1,No,No,34,Two year,Fiber optic,Bank transfer (automatic),No,94.28,3220.68,No
Male,0,Yes,Yes,34,Two year,No,Credit card (automatic),No,37.92,1311.41,No
Male,1,No,Yes,5,One year,Fiber optic,Bank transfer (automatic),Yes,109.15,551.53,Yes
Male,0,No,No,65,Two year,No,Bank transfer (automatic),Yes,39.64,2648.12,No
Female,0,Yes,Yes,10,Two year,No,Mailed check,Yes,42.21,357.36,No
Male,0,No,No,12,Month-to-month,Fiber optic,Mailed check,No,91.07,1080.81,Yes
Female,1,No,No,68,Month-to-month,Fiber optic,Electronic check,Yes,72.3,4832.02,No
Female,0,Yes,No,37,Month-to-month,Fiber optic,Bank transfer (automatic),No,74.57,2790.28,No
Female,0,Yes,No,4,Month-to-month,Fiber optic,Credit card (automatic),Yes,81.69,354.5,Yes
Female,0,Yes,No,32,One year,DSL,Electronic check,No,71.49,2455.07,No
Male,0,Yes,Yes,43,Month-to-month,DSL,Credit card (automatic),Yes,62.8,2751.6,Yes
Female,0,Yes,No,0,Two year,DSL,Credit card (automatic),Yes,57.52,16.57,No
Female,0,No,No,55,One year,Fiber optic,Mailed check,Yes,101.47,5593.4,No
Male,0,Yes,No,48,Month-to-month,Fiber optic,Mailed check,No,61.21,2922.29,No
Male,1,No,No,0,Two year,DSL,Bank transfer (automatic),No,44.45,6.52,No
Female,0,No,No,45,Two year,Fiber optic,Credit card (automatic),Yes,55.04,2490.65,No
Male,0,No,No,16,One year,Fiber optic,Electronic check,No,99.5,1493.76,Yes
Male,0,No,Yes,53,Two year,No,Mailed check,Yes,33.84,1803.33,No
Female,0,Yes,No,27,Two year,DSL,Electronic check,Yes,71.6,1938.13,No
Female,0,Yes,No,14,One year,DSL,Bank transfer (automatic),Yes,58.69,909.35,No
Male,1,Yes,No,36,Two year,Fiber optic,Electronic check,Yes,97.28,3495.43,Yes
Female,0,No,No,32,Month-to-month,Fiber optic,Mailed check,No,83.48,2633.05,Yes
Male,0,No,No,24,One year,DSL,Bank transfer (automatic),Yes,64.92,1571.48,No
Female,0,Yes,No,64,Month-to-month,DSL,Credit card (automatic),Yes,63.16,4046.1,No
Female,0,Yes,No,47,Month-to-month,No,Electronic check,Yes,39.05,1828.94,No
Male,0,No,No,35,Month-to-month,Fiber optic,Bank transfer (automatic),No,105.22,3618.64,Yes
Male,0,Yes,No,16,Month-to-month,DSL,Electronic check,No,40.51,640.31,No
Female,1,No,Yes,41,Month-to-month,Fiber optic,Bank transfer (automatic),No,84.18,3422.4,No
Male,0,Yes,Yes,1,Month-to-month,DSL,Electronic check,Yes,62.38,51.55,Yes
Male,0,Yes,No,64,Month-to-month,Fiber optic,Credit card (automatic),Yes,85.58,5513.69,Yes
Male,0,Yes,No,0,Two year,Fiber optic,Electronic check,Yes,80.23,0.0,No
Female,0,Yes,No,51,One year,DSL,Bank transfer (automatic),No,53.58,2721.69,No
Male,1,Yes,Yes,25,One year,DSL,Mailed check,Yes,78.36,1986.06,No
Female,0,No,Yes,52,Month-to-month,No,Electronic check,No,34.15,1762.4,No
Female,1,Yes,No,26,Two year,No,Bank transfer (automatic),No,64.26,1801.1,No
Male,0,No,No,1,Month-to-month,DSL,Electronic check,No,66.34,78.78,Yes
Female,0,Yes,No,69,Month-to-month,Fiber optic,Bank transfer (automatic),No,81.52,5563.07,No
Female,1,Yes,No,55,Month-to-month,DSL,Bank transfer (automatic),Yes,66.63,3622.8,No
Male,0,Yes,No,3,Two year,No,Mailed check,Yes,36.31,61.92,No
Female,0,Yes,No,2,Two year,No,Mailed check,Yes,51.1,60.96,No
Male,0,Yes,Yes,38,One year,Fiber optic,Mailed check,Yes,70.99,2724.37,No
Male,0,Yes,No,69,One year,Fiber optic,Credit card (automatic),No,63.39,4318.29,No
Male,0,No,No,42,Month-to-month,Fiber optic,Credit card (automatic),Yes,89.33,3735.37,Yes
Female,0,No,No,0,One year,DSL,Electronic check,No,70.03,57.14,No
Female,0,No,No,51,Month-to-month,Fiber optic,Mailed check,No,88.43,4483.99,No
Male,1,Yes,Yes,31,Month-to-month,DSL,Electronic check,Yes,68.07,2143.74,Yes
Female,0,No,Yes,46,Two year,Fiber optic,Electronic check,Yes,91.31,4115.89,No
Female,0,No,No,25,Two year,Fiber optic,Credit card (automatic),Yes,67.24,1662.35,No
Female,0,Yes,No,0,Month-to-month,DSL,Credit card (automatic),Yes,63.37,0.0,Yes
